59.5642914,16.233204,0.0,1469780350227
59.5642941,16.233311,4.044960021972656,1469780356230
59.5643097,16.2334246,7.354440307617188,1469780360221
59.5643368,16.2335351,10.340067672729493,1469780362220
59.5643794,16.2336827,14.077532386779785,1469780364223
59.5644433,16.233892,16.169215965270997,1469780366243
59.5645132,16.2341228,18.276153373718262,1469780368220
59.5645478,16.234245,24.28429298400879,1469780369224
59.5645855,16.2343691,27.363149642944336,1469780370231
59.5646737,16.2346526,33.12372093200684,1469780372263
59.5647755,16.234976,37.533066558837895,1469780374216
59.5648365,16.2351714,40.61064262390137,1469780375226
59.5648924,16.2353722,42.60730819702149,1469780376227
59.5650208,16.2358221,47.847024536132814,1469780378266
59.5650782,16.2360572,49.10295066833496,1469780379233
59.5651972,16.2365216,51.20877227783203,1469780381215
59.5652592,16.2367603,52.93577842712403,1469780382221
59.5653244,16.2370123,54.8716724395752,1469780383216
59.5653932,16.237273,56.840532302856445,1469780384261
59.5655488,16.2378319,60.69897537231446,1469780386204
59.5656312,16.2381352,62.47525177001953,1469780387223
59.5657271,16.2384656,67.0364387512207,1469780388228
59.5659169,16.2391794,73.4229217529297,1469780390214
59.5660168,16.2395594,73.00596313476562,1469780391256
59.5662187,16.2403694,78.86006240844726,1469780393229
59.5664095,16.2411685,81.66480331420898,1469780395250
59.5666015,16.241992,86.89292221069336,1469780397215
59.5667991,16.2429151,92.68023147583008,1469780399206
59.5669712,16.2439017,99.3260124206543,1469780401200
59.5670487,16.244388,99.38538665771485,1469780402216
59.5671262,16.2448772,103.68621826171875,1469780403221
59.5671944,16.2454197,106.71159896850587,1469780404222
59.5673224,16.2465401,109.8569435119629,1469780406221
59.5674344,16.2476736,114.60723266601563,1469780408234
59.5675277,16.2488008,114.189168548584,1469780410213
59.5676112,16.2499524,119.35744628906251,1469780412219
59.5676768,16.2511465,121.84435272216797,1469780414224
59.5677207,16.2523476,122.27456359863281,1469780416228
59.5677435,16.2529573,122.89283294677735,1469780417260
59.5677837,16.2541971,124.94240112304688,1469780419215
59.5678134,16.2554583,126.2709228515625,1469780421216
59.5678195,16.2567396,126.2188201904297,1469780423229
59.5678206,16.2573872,129.06260375976564,1469780424238
59.5678225,16.2587258,130.4057373046875,1469780426233
59.5678239,16.2601006,134.9363204956055,1469780428206
59.567825,16.2608004,136.26988220214844,1469780429225
59.5678259,16.2621599,136.74637298583986,1469780431207
59.5678237,16.2628475,136.63804779052734,1469780432243
59.5678192,16.2642161,137.85034790039063,1469780434228
59.5678147,16.2649217,138.3228286743164,1469780435255
59.5678114,16.2663299,141.6867462158203,1469780437234
59.5678061,16.2677446,142.5565200805664,1469780439217
59.5678051,16.2684543,144.58466491699218,1469780440238
59.5678082,16.2691668,144.8021667480469,1469780441246
59.5678139,16.2706005,147.58595123291016,1469780443201
59.5678142,16.2713252,148.1872741699219,1469780444220
59.5678152,16.2720511,148.6585189819336,1469780445234
59.5678193,16.2735105,149.3269821166992,1469780447220
59.5678242,16.2742415,148.66729431152345,1469780448231
59.5678275,16.2749785,149.22821502685548,1469780449229
59.5678346,16.2764592,151.1915267944336,1469780451228
59.5678368,16.2772054,152.61825256347657,1469780452225
59.5678441,16.2787162,154.09852294921876,1469780454217
59.5678485,16.2794769,154.2595687866211,1469780455227
59.5678647,16.2810153,156.30818939208984,1469780457238
